user_id,page_visited,previous_page,time_spent
351,yard,initiative,101
459,distillery,movie,182
830,yourself,x-ray,172
230,distance,undocking,187
735,activist,assistance,34
776,sacrifice,bacteriologist,44
831,menopause,negotiation,27
928,businessman,module,118
272,inter-animation,dungaree,64
281,mycoplasma,economist,190
14,stardom,plantain,162
134,kosa,repercussion,133
461,clave,idol,224
382,flame,cloth,59
925,quadtree,module,192
888,youth,ease,51
518,grand,nestling,86
184,doer,zither,147
428,zodiac,responsibility,45
680,temptation,muggle,141
195,writer,responsibility,28
791,fives,adviser,155
587,quietness,judgment,161
861,uneasiness,ingredient,95
572,digital,yoyo,69
604,username,xylophone,166
3,petting,yoga,62
864,ambience,numero,57
875,lube,transform,84
103,educator,temptation,84
292,xylophone,hothead,57
594,future,vision,96
696,inlet,suburb,211
202,xylophone,well-off,152
72,yoga,festivity,165
419,yoga,jeff,179
538,quietness,tusk,99
963,empowerment,xbox,119
182,noodles,powerhead,28
3,make-up,xylophone,42
724,grand,mystery,243
244,driveway,farrier,179
687,driveway,covariation,142
59,reef,x-ray,65
332,gazebo,transit,143
694,distance,festivity,44
99,viscose,zephyr,233
84,oven,listlessness,214
220,mid-air,paragraph,151
729,procedure,x-ray,158
59,educator,begonia,127
391,enchiladas,fortune,220
149,thatch,xbox,136
508,ease,longboat,60
56,driveway,estimation,65
858,beanstalk,juggling,73
582,quietness,pinecone,88
946,cloth,zoologist,242
338,beanstalk,thatch,102
120,wig,vision,41
248,ingredient,zither,133
650,villain,notion,70
553,integral,assistance,240
960,jeff,resolution,109
860,overhead,nigeria,26
605,paraded,rebel,234
742,xylophone,advisor,179
60,kern,ecodesign,28
259,bride,zebrafish,143
483,estimation,lyre,245
209,ecodesign,cardigan,239
210,knot,notification,31
355,longboat,overhead,201
45,module,yesterday,100
740,businessman,villain,124
550,x-ray,pivottable,229
408,judgment,jazz,117
755,stardom,facade,82
70,quill,choker,211
53,regularity,zealander,21
687,upgrade,yogurt,212
246,facade,kiosk,63
288,educator,yoga,64
722,noodles,pinecone,57
779,future,friendship,146
46,decorator,daylight,92
402,redirect,hangar,125
988,baggy,offworlders,173
820,jockey,petting,107
693,lyre,bakery,228
997,zealander,beancurd,70
20,stardom,regularity,232
82,heavy,kimberwick,80
505,flame,registration,246
986,idol,longboat,54
451,transition,nondisclosure,96
622,notification,alignment,175
268,purity,writing,110
888,tusk,module,211
377,make-up,educator,90
343,jockey,quiz,23
175,x-ray,quiz,32
729,quota,occurrence,61
631,wriggle,economist,175
24,nondisclosure,farrier,232
474,jockey,powerhead,208
845,zodiac,yacht,27
292,x-ray,routine,171
695,tom,mug,72
388,zoologist,routine,89
533,knot,kitchen,199
322,vehicle,xylophone,137
775,yesterday,admirer,39
912,heavy,minicab,124
232,quota,xylophone,89
809,admirer,hovercraft,184
846,empowerment,vehicle,146
861,zodiac,businessman,239
592,negotiation,zither,240
482,forger,coral,103
87,yarmulke,yard,37
100,yolk,grease,131
341,tusk,galley,35
509,lube,friendship,126
768,virtue,admirer,153
669,quest,coral,148
23,yield,jockey,121
763,unshielded,youngster,55
819,shirt,beanstalk,57
545,nestling,popularity,227
703,japan,chance,79
987,fridge,zither,171
129,pivottable,wind-chime,232
648,backdrop,zoo,20
446,sub,cure,174
391,awkwardness,juggling,118
321,norm,jeff,179
907,repercussion,yard,65
403,galley,movie,66
703,chance,noodles,193
996,bees,lid,62
194,lid,yourself,187
241,zephyr,fridge,178
796,intake,zoologist,174
451,mid-october,quesadilla,69
966,underperformance,jockey,184
325,human,apex,163
966,apex,virtue,150
638,kiosk,knot,118
192,friendship,yellowjacket,71
299,bees,merchant,90
813,well-off,zephyr,91
910,kern,projection,69
23,tom,alignment,140
625,incitement,vehicle,164
394,unilevel,initiative,49
483,xbox,well-off,214
117,username,muggle,75
209,tin,nondisclosure,123
342,yesterday,viscose,151
341,responsibility,purity,161
921,digital,bride,53
27,covariation,notification,114
761,dungaree,zoo,147
582,quadtree,quotation,97
493,yoga,farrier,235
935,clave,xylophone,154
292,mug,oven,140
558,writing,zebrafish,120
985,backdrop,admirer,63
990,alignment,empowerment,73
791,yesterday,backcloth,66
237,baggy,horror,154
413,educator,apex,145
169,baggy,longboat,107
154,thirst,jugular,152
427,minicab,zephyr,238
337,make-up,quest,87
815,railroad,yard,40
782,integral,kimberwick,230
474,zodiac,writing,124
167,collaborator,dungaree,110
290,bride,tom,184
444,employer,kitchen,97
585,quadrant,yolk,65
783,underwear,tusk,69
506,windsheild,registration,214
508,stardom,yourself,237
930,responsibility,galley,123
777,underperformance,refugee,195
999,allergist,inter-animation,23
903,routine,forwarding,218
572,judgment,sacrifice,189
718,unilevel,income,228
571,icc,nondisclosure,189
932,initiative,idol,119
344,quesadilla,facade,183
151,judgment,underwear,172
444,kiosk,temptation,28
262,distribution,stardom,195
512,zephyr,movie,248
659,decongestant,kiosk,89
397,mug,transit,156
779,horror,zeitgeist,134
514,minicab,income,111
731,needlework,undocking,56
77,stardom,vision,103
885,perk,yellowjacket,237
496,suburb,chance,83
449,zephyr,activist,220
762,vision,bride,154
507,covariation,offworlders,54
903,zeitgeist,rebel,96
71,numero,allergist,224
400,procedure,underwear,21
745,movie,writer,135
606,hundred,hardcover,122
380,wrapping,transform,113
665,outrigger,dungaree,94
185,facade,jeff,99
935,pinecone,overhead,208
566,quilt,daylight,237
643,lyre,kern,154
786,negotiation,well-off,230
473,railroad,quotation,40
972,grease,nestling,216
822,walk,numismatist,96
432,repercussion,zoo,95
186,yoga,assistance,245
827,thatch,norm,226
799,forger,youth,214
220,x-ray,hatchling,214
24,decorator,keeper,239
755,bakery,judgment,237
301,rebel,thatch,57
996,muggle,forwarding,102
963,underwear,overhead,163
594,quill,tin,128
566,powerhead,empowerment,217
198,farrier,zombie,109
737,hovercraft,judgment,230
95,mystery,reef,234
354,negotiation,adviser,239
320,harpooner,quiz,240
752,listlessness,bride,220
135,quest,yacht,61
318,juggling,hostility,185
674,transition,listlessness,162
455,digital,mug,75
961,fridge,lube,111
905,make-up,nestling,126
113,market,yarmulke,158
980,intake,xbox,145
741,economist,zeitgeist,227
466,adviser,temptation,166
892,ecodesign,leptocephalus,48
166,viscose,zoologist,248
808,kitchen,x-ray,201
895,petting,powerhead,49
426,vista,daylight,49
492,notification,empowerment,217
905,zebrafish,dramatist,188
614,distance,employer,97
530,kiosk,clave,221
251,income,vista,24
382,x-ray,jockey,70
223,nondisclosure,gazebo,219
737,berthage,thatch,75
978,fanlight,apex,141
646,enchiladas,bees,126
855,wig,juggling,232
510,longboat,galley,119
336,zebrafish,cross-stitch,55
608,yam,viscose,90
213,gaffer,lyre,161
944,username,lever,71
60,weedkiller,occurrence,23
633,yourself,responsibility,156
975,resolve,overhead,247
60,ranch,non-interference,48
107,youth,petting,102
409,mid-october,clave,107
365,nigeria,count,217
891,quietness,decongestant,241
860,bakery,menopause,209
694,covariation,mid-october,104
980,insulation,zephyr,221
682,norm,galley,242
815,quotation,ketchup,107
654,thatch,quadrant,114
515,cure,vista,93
527,collaborator,lyrics,204
752,yoga,nitrogen,208
417,ease,zephyr,176
873,underperformance,kimberwick,178
778,delegation,doer,214
56,noodles,decorator,246
339,begonia,undocking,215
467,killie,weedkiller,117
48,usher,bees,45
131,zoo,petting,25
309,sub,baksheesh,183
178,tusk,distance,22
648,yoga,pinecone,186
306,undocking,lid,200
244,quesadilla,upgrade,182
498,hostility,zither,180
145,yoga,sacrifice,72
826,petting,quesadilla,208
471,kiosk,yoyo,111
651,quiz,distance,148
810,human,quest,213
889,bride,jazz,61
532,dungaree,responsibility,107
443,lube,keeper,122
608,quest,chance,131
367,numero,japan,227
698,tin,nestling,70
968,jersey,negotiation,88
730,mid-air,transit,129
890,temptation,quesadilla,62
360,villain,jersey,57
82,nestling,galley,52
246,bees,doer,180
600,norm,hemisphere,95
451,quiz,hovercraft,49
550,longboat,employer,197
708,cure,forwarding,47
495,hardcover,noodles,33
539,bun,guestbook,24
219,muggle,collaborator,23
234,kosa,covariation,179
23,educator,zeitgeist,178
974,ease,negotiation,165
175,zodiac,yacht,87
6,paragraph,yacht,29
990,estimation,killie,87
914,baksheesh,chance,29
170,mug,japan,162
134,homosexuality,paragraph,112
250,norm,jeff,149
910,paraded,beancurd,222
161,vision,ambience,86
169,distance,wick,105
290,xylophone,tom,204
681,muggle,lid,84
371,writer,muggle,223
271,xbox,market,194
788,zombie,flame,215
368,youth,temptation,133
607,yelling,beanstalk,215
316,plantain,insulation,154
903,writing,xbox,100
123,writing,beanstalk,82
971,nigeria,keeper,151
144,horror,upgrade,35
273,username,lyre,157
904,activist,lever,228
37,non-interference,quiz,126
553,initiative,procedure,57
841,x-ray,mid-october,118
701,dungaree,upgrade,158
76,wriggle,yoga,123
254,nigeria,backcloth,64
158,non-interference,inter-animation,239
233,gazebo,baggy,105
55,overhead,mycoplasma,234
765,paragraph,xylophone,22
477,backcloth,wind-chime,113
739,temptation,festivity,25
284,usher,kiosk,156
253,refugee,repercussion,123
29,businessman,muggle,110
104,xbox,routine,201
265,instability,dramatist,146
428,rebel,lyrics,28
773,yoga,dungaree,115
576,hothead,relationship,145
326,grease,beancurd,76
392,undocking,zoo,194
668,numero,hesitation,83
785,adviser,enchiladas,111
688,instability,mycoplasma,172
897,nondisclosure,grease,221
519,heavy,oval,126
377,friendship,future,105
590,vision,inlet,149
540,alignment,kiosk,175
565,intake,projection,178
935,hothead,thatch,60
551,idol,dungaree,68
673,bun,distribution,150
750,paraded,flame,102
882,noodles,temptation,168
408,module,di,50
661,muggle,delegation,51
646,xbox,ketchup,151
519,farrier,wick,53
873,repercussion,lyrics,159
727,apex,x-ray,217
6,lever,judgment,137
686,yoyo,cloth,93
865,repercussion,ambience,181
806,petting,lox,207
930,empowerment,xylophone,183
621,underwear,facade,69
20,transit,tom,56
89,merchant,lid,199
779,menopause,income,213
594,procedure,assistance,44
187,bride,underwear,196
812,needlework,xbox,127
862,yesterday,quietness,70
188,pivottable,finalist,135
860,muggle,friendship,108
392,username,nestling,95
609,forger,insulation,127
610,overhead,nigeria,96
844,outrigger,yoga,222
267,yesterday,overhead,245
636,galley,lever,197
385,hovercraft,decorator,192
131,quiz,perk,77
731,xylophone,initiative,101
909,yoga,advisor,153
113,weedkiller,nigeria,83
167,tusk,undocking,81
886,yard,suburb,244
266,icc,offworlders,89
632,awkwardness,quest,104
70,quest,pinecone,149
4,zombie,zoo,86
81,villain,purity,20
508,berthage,market,222
256,module,quietness,194
346,menopause,delegation,83
34,yarmulke,jersey,212
380,redirect,jugular,125
946,transition,popularity,133
752,zither,jugular,173
595,paraded,underperformance,67
998,quota,mid-october,45
595,redirect,underwear,185
43,outage,x-ray,88
650,nestling,quadtree,84
394,sub,distillery,220
202,japan,miss,226
770,activist,clave,192
662,killie,covariation,115
61,backcloth,killie,192
429,kimberwick,kosa,189
492,offworlders,kern,243
13,xylophone,yoyo,94
413,yacht,zodiac,73
514,lube,reef,44
391,kiosk,procedure,82
94,breeze,zoologist,169
227,libido,reef,39
944,kern,thatch,80
362,coral,guestbook,85
623,ease,writer,152
323,gelding,incitement,213
46,insulation,zither,193
787,movie,mid-air,130
879,thirst,quadtree,173
564,baksheesh,yesterday,139
882,villain,jazz,228
553,advisor,jugular,207
197,nestling,paraded,114
294,underwear,overhead,202
26,judgment,kosa,84
106,vehicle,underperformance,245
598,mug,lyrics,85
877,fortune,yesterday,69
302,yoga,thirst,160
92,opinion,numero,247
89,yellowjacket,kern,185
898,writing,zoo,178
819,quill,empowerment,145
575,farrier,judgment,179
837,hatchling,walk,62
898,sacrifice,kiosk,73
704,quadtree,x-ray,162
304,writer,chance,175
761,nondisclosure,japan,77
436,inter-animation,domino,31
371,advisor,inter-animation,154
734,yogurt,backcloth,114
42,youth,zither,69
143,petting,mug,69
324,wig,yield,42
920,hundred,vocal,91
104,hothead,quadtree,156
176,choker,shirt,101
104,baksheesh,balance,36
693,purity,lever,120
248,baggy,lever,104
111,dungaree,enchiladas,168
894,transform,xylophone,132
114,minicab,underwear,235
514,quiz,tusk,189
34,projection,yam,60
117,kitchen,yoyo,114
750,cloth,opinion,86
123,routine,festivity,198
319,empowerment,youth,61
42,friendship,needlework,51
752,admirer,keeper,169
123,nestling,petting,237
589,uneasiness,wick,47
6,tom,awkwardness,32
509,future,lox,212
79,x-ray,upgrade,106
802,module,writer,216
341,thatch,rebel,137
590,heavy,japan,210
831,zealander,grease,209
246,baggy,underwear,196
887,x-ray,sub,114
952,heavy,quilt,69
689,quilt,hatchling,102
101,notification,x-ray,67
698,ranch,uneasiness,151
857,usher,grease,187
386,well-off,human,115
600,regularity,yoga,171
620,clave,underwear,80
937,fanlight,estimation,44
875,inter-animation,employer,111
884,x-ray,harpooner,88
397,lyre,yoyo,74
717,wrapping,japanese,114
969,youth,anti-semitism,228
80,kern,dungaree,152
114,quadrant,yourself,159
837,registration,karma,124
467,facade,xbox,204
699,admirer,reef,95
778,resolve,module,216
126,initiative,zephyr,23
991,zealander,advisor,103
794,quota,responsibility,97
307,doer,apex,104
727,sacrifice,yoga,173
820,notion,farrier,62
845,ingredient,assistance,63
733,reef,keeper,147
679,keeper,repercussion,242
120,intake,bride,233
410,projection,zombie,210
349,unilevel,count,161
172,lox,zoo,233
690,stardom,outage,56
247,inter-animation,instability,158
618,zoologist,hangar,208
333,baksheesh,popularity,209
96,grease,viscose,127
299,quiz,opinion,117
395,quota,regularity,64
976,yolk,empowerment,121
289,hothead,unshielded,220
980,x-ray,guestbook,187
390,longboat,fanlight,43
523,balance,username,80
899,fortune,nigeria,22
841,guestbook,intake,210
193,juggling,youth,74
894,ease,future,39
645,cure,forger,55
209,zealander,zoo,181
268,underwear,forwarding,115
270,negotiation,tusk,165
229,harpooner,xylophone,120
754,quota,underwear,241
220,quiz,overhead,191
651,movie,repercussion,153
386,underwear,powerhead,86
130,vista,xylophone,225
808,juggling,make-up,193
514,educator,x-ray,45
931,zephyr,hovercraft,185
744,yarmulke,assistance,216
670,occurrence,jockey,32
98,employer,yoyo,197
773,hemisphere,yogurt,60
858,popularity,gazebo,43
910,x-ray,underperformance,45
842,galley,underwear,195
263,temptation,zeitgeist,109
912,menopause,quadtree,128
709,quill,zoo,42
625,quesadilla,paragraph,111
969,ranch,adviser,177
438,xbox,yoyo,154
938,spat,opinion,98
156,petting,yoyo,48
751,underwear,muggle,175
645,vision,income,113
35,allergist,ease,239
818,beanstalk,zoo,110
802,festivity,yoga,172
498,covariation,gazebo,175
312,yelling,alignment,207
17,wick,ranch,198
542,beancurd,knot,72
964,nondisclosure,breeze,245
950,tin,reef,209
969,berthage,harpooner,163
764,distance,income,244
617,zebrafish,lid,61
973,mid-october,quadtree,189
240,market,inter-animation,107
976,lox,villain,185
193,muggle,karma,169
385,yesterday,beanstalk,235
539,redirect,tin,108
555,nigeria,mystery,217
880,thirst,wriggle,154
371,transition,activist,44
803,zephyr,advisor,235
738,spat,count,38
191,needlework,yoyo,116
489,pivottable,bakery,165
460,allergist,thanks,143
107,beanstalk,x-ray,57
475,miss,tom,31
168,negotiation,spat,99
230,needlework,estimation,102
382,yoga,grease,124
267,tom,forwarding,178
824,resolution,quest,178
400,unshielded,fives,147
969,sub,menopause,23
197,vehicle,lube,171
975,spat,mid-october,225
319,thirst,vehicle,247
450,unshielded,suburb,65
649,zealander,zephyr,20
827,enchiladas,karma,93
810,movie,mid-october,51
648,fridge,nestling,113
411,jockey,kitchen,68
692,bun,oven,54
488,lyrics,wrapping,21
841,ease,refugee,66
172,finalist,quotation,210
63,writing,usher,99
639,viscose,kiosk,81
131,x-ray,distribution,32
265,resolve,zombie,122
187,username,wick,164
542,bride,mug,110
887,quilt,offworlders,62
253,well-off,gelding,141
707,youngster,hothead,178
963,youth,yogurt,127
944,rebel,hemisphere,233
142,movie,yelling,170
68,usher,x-ray,154
602,gelding,educator,32
586,bakery,notion,47
411,yoga,procedure,133
864,initiative,heavy,110
79,yoyo,coral,115
917,japanese,festivity,65
406,petting,covariation,114
35,balance,offworlders,58
588,cure,fanlight,64
597,lever,negotiation,22
590,responsibility,writing,181
409,writer,x-ray,203
168,bun,begonia,71
175,di,intake,112
877,assistance,pinecone,41
296,dramatist,yoga,237
726,distance,muggle,131
328,yoyo,mug,187
337,japan,judgment,235
772,shirt,forwarding,172
123,harpooner,fives,115
868,hardcover,estimation,177
990,dramatist,leptocephalus,30
449,redirect,x-ray,120
139,fanlight,keeper,129
303,vision,movie,63
489,reef,nondisclosure,113
980,tom,zeitgeist,33
268,income,unilevel,143
343,movie,username,244
533,festivity,unilevel,198
241,bun,allergist,166
8,thanks,horror,206
23,kiosk,guestbook,146
625,karma,backdrop,228
53,activist,businessman,245
267,heavy,baksheesh,230
826,paragraph,perk,217
645,bun,perk,173
706,facade,villain,173
682,petting,xylophone,178
543,gazebo,xylophone,34
354,quesadilla,needlework,171
125,homosexuality,bakery,105
258,digital,awkwardness,200
334,yelling,oval,234
454,temptation,daylight,131
236,advisor,username,161
118,module,unity,183
459,anti-semitism,zealander,212
426,apex,redirect,225
962,unilevel,judgment,26
200,uneasiness,yoga,248
952,mystery,yacht,216
571,assistance,nigeria,143
512,festivity,veal,178
106,intake,miss,59
935,yelling,yellowjacket,105
73,merchant,nestling,52
322,hundred,keeper,64
368,upgrade,menopause,108
43,forger,jeff,109
895,x-ray,zombie,179
763,ketchup,yesterday,210
796,facade,fortune,170
214,upgrade,stardom,228
729,muggle,yogurt,180
868,harpooner,transit,169
984,quill,lube,207
443,instability,writing,211
816,count,procedure,159
472,festivity,kimberwick,162
335,killie,farrier,175
133,mug,temptation,77
407,human,vehicle,22
689,temptation,kitchen,203
659,hangar,facade,175
237,transition,forwarding,213
736,opinion,wig,131
475,distance,icc,187
503,reef,jugular,188
311,forwarding,walk,106
863,lyre,username,105
872,flame,economist,152
308,quadrant,enchiladas,102
349,quilt,inlet,83
237,opinion,mycoplasma,74
137,hardcover,nitrogen,223
903,shirt,ambience,208
721,routine,clave,202
85,baggy,overhead,35
466,assistance,miss,69
609,bride,distance,137
13,relationship,kern,35
801,minicab,sub,185
109,undocking,mycoplasma,207
709,youth,reef,42
806,beancurd,yoga,60
20,non-interference,icc,156
61,human,backdrop,197
492,dungaree,japanese,58
588,villain,norm,94
121,libido,lever,31
116,farrier,zombie,144
203,hatchling,hostility,85
738,bees,yam,143
146,well-off,insulation,35
948,jugular,veal,186
891,keeper,bride,120
123,future,zeitgeist,52
97,bun,veal,178
361,cure,wick,138
470,lube,cardigan,24
170,driveway,lyre,229
346,jeff,upgrade,106
884,yesterday,distillery,193
888,fortune,bees,228
984,cross-stitch,quietness,157
990,hangar,instability,179
456,beanstalk,zoo,96
402,uneasiness,procedure,52
121,apex,fortune,243
799,covariation,pivottable,144
856,offer,ease,132
456,muggle,wick,33
934,petting,walk,204
913,grease,yellowjacket,137
14,guestbook,lyre,120
275,overhead,pivottable,236
771,future,ketchup,109
775,youngster,well-off,46
333,keeper,ecodesign,61
79,advisor,backdrop,223
506,guestbook,enchiladas,182
969,judgment,fives,73
998,covariation,empowerment,124
869,responsibility,yoga,142
221,zephyr,horror,60
428,notion,decongestant,194
686,underperformance,miss,204
665,grand,beancurd,30
655,ambience,yolk,132
993,human,wrapping,23
221,intake,jockey,40
44,repercussion,nigeria,191
323,anti-semitism,cloth,41
915,relationship,yacht,66
335,keeper,vista,192
458,di,dungaree,169
530,repercussion,allergist,56
13,yesterday,baggy,100
286,perk,usher,138
508,youth,alignment,140
424,quadtree,xylophone,44
104,yield,suburb,124
605,longboat,income,146
605,yelling,negotiation,61
230,ingredient,miss,186
32,pivottable,muggle,37
694,horror,distribution,45
801,balance,uneasiness,93
128,cross-stitch,offworlders,237
599,karma,forger,185
875,xbox,windsheild,125
360,activist,yourself,126
199,notification,decorator,163
800,kosa,yoyo,205
503,daylight,yarmulke,240
6,forwarding,anti-semitism,175
79,listlessness,beanstalk,57
124,railroad,upgrade,187
686,bride,miss,38
638,xbox,idol,80
330,reef,unshielded,141
215,bacteriologist,weedkiller,51
568,purity,yacht,187
201,occurrence,spat,27
2,cure,thirst,35
51,yoga,delegation,118
969,future,advisor,216
466,needlework,idol,81
866,underperformance,thanks,110
835,underwear,thatch,131
506,xbox,registration,144
404,underperformance,quiz,182
413,lube,future,50
104,anti-semitism,transit,84
512,lyre,bride,119
889,flame,icc,72
372,oval,ketchup,130
830,heavy,jockey,165
420,integral,insulation,135
84,yelling,lid,171
699,yield,unshielded,233
559,regularity,numero,33
88,yoga,quota,134
648,minicab,fridge,63
35,doer,bun,79
173,killie,future,121
879,bacteriologist,well-off,199
814,berthage,hostility,50
816,muggle,driveway,170
43,ingredient,knot,105
700,plantain,horror,91
441,stardom,bride,80
796,plantain,alignment,90
92,x-ray,juggling,50
657,xbox,plantain,56
420,berthage,backcloth,208
649,movie,grand,238
466,choker,coral,146
721,jeff,inter-animation,120
601,quietness,oven,197
809,plantain,hovercraft,185
287,quest,offer,125
493,uneasiness,farrier,112
755,zombie,quota,175
337,youth,instability,184
430,knot,heavy,116
978,merchant,ketchup,100
124,anti-semitism,bees,157
793,doer,income,182
178,transition,unshielded,112
952,underwear,transform,102
383,zephyr,grease,102
620,reef,transit,130
724,advisor,sub,84
83,hatchling,unshielded,125
574,libido,yoga,68
125,writing,guestbook,189
320,transition,employer,189
93,killie,granola,86
459,needlework,employer,232
503,powerhead,jazz,146
592,fives,decorator,192
825,grand,negotiation,63
642,overhead,kitchen,110
467,dungaree,inlet,40
279,underwear,lube,40
513,thatch,wrapping,72
477,thatch,driveway,50
229,begonia,yourself,237
302,karma,uneasiness,29
687,zombie,yarmulke,132
470,wick,needlework,114
23,well-off,yoyo,234
185,writer,zealander,113
31,youngster,repercussion,112
736,pivottable,fives,122
579,oven,bakery,174
626,muggle,transform,212
82,regularity,numero,239
197,icc,wrapping,216
148,zoologist,quest,146
756,x-ray,weedkiller,203
395,x-ray,yesterday,125
791,registration,collaborator,169
124,friendship,icc,177
320,xbox,needlework,45
877,transit,suburb,34
402,yoga,beanstalk,83
942,mid-october,apex,187
586,decongestant,domino,181
562,apex,coral,175
336,hatchling,quota,239
564,quota,uneasiness,87
868,begonia,youngster,77
764,transit,zoologist,137
131,noodles,gazebo,77
258,unity,yesterday,109
313,backcloth,forger,94
247,wriggle,inlet,227
941,adviser,incitement,102
968,yoyo,quadrant,122
578,ingredient,zephyr,47
36,xbox,income,232
914,gelding,beancurd,50
339,villain,yoga,227
939,quill,tusk,107
278,upgrade,well-off,153
347,nondisclosure,xylophone,242
979,yoga,icc,107
350,friendship,count,146
848,bride,libido,230
972,kimberwick,kern,95
805,spat,yellowjacket,233
437,inlet,quiz,131
36,underperformance,yoyo,132
151,registration,virtue,185
450,quest,gaffer,176
219,cure,decongestant,164
541,integral,zebrafish,119
765,uneasiness,farrier,207
341,decongestant,human,74
923,lyrics,undocking,51
117,hesitation,mystery,37
443,transit,lyre,218
688,zoo,assistance,193
446,transition,wig,93
854,bakery,choker,53
313,windsheild,minicab,87
486,insulation,virtue,131
993,zebrafish,make-up,183
380,facade,fives,182
668,economist,transform,33
202,yesterday,procedure,190
732,grease,wrapping,73
88,kosa,paragraph,143
332,collaborator,non-interference,48
837,lyrics,yoga,117
930,nitrogen,numero,168
205,veal,grease,242
94,activist,well-off,164
803,notification,occurrence,31
511,wriggle,quotation,239
213,grand,rebel,96
378,advisor,jazz,154
997,quietness,ecodesign,82
540,quota,knot,215
500,listlessness,quiz,127
428,uneasiness,kimberwick,213
871,insulation,leptocephalus,200
84,temptation,baksheesh,28
932,oven,underperformance,202
159,merchant,yoyo,183
475,grease,enchiladas,96
90,count,lyre,69
270,resolve,domino,175
644,regularity,juggling,77
443,thatch,keeper,193
935,bees,harpooner,110
30,yoga,jazz,90
615,ingredient,nondisclosure,196
906,berthage,lever,121
343,employer,yesterday,226
863,yam,anti-semitism,45
945,gelding,lox,89
866,jeff,inlet,226
364,di,petting,115
282,gaffer,minicab,54
941,resolution,backdrop,137
758,resolution,future,97
481,forwarding,sub,25
146,transform,clave,221
294,hundred,karma,184
56,hothead,quiz,246
423,x-ray,ketchup,197
457,quota,nondisclosure,217
903,clave,yoga,44
900,quietness,fanlight,196
922,berthage,pivottable,73
827,fridge,tusk,116
33,jersey,x-ray,35
306,x-ray,mid-october,70
220,dramatist,fortune,149
713,apex,occurrence,156
143,tom,villain,37
575,doer,wick,86
95,x-ray,chance,216
350,businessman,resolve,148
756,wick,distance,56
60,galley,kiosk,174
767,suburb,outage,177
149,distribution,vocal,208
266,hemisphere,zeitgeist,133
75,judgment,hesitation,37
940,paraded,integral,104
992,wig,future,200
988,quota,thirst,184
648,hovercraft,bacteriologist,215
139,mid-october,xylophone,195
794,activist,enchiladas,188
916,hothead,bride,101
173,quilt,driveway,206
173,oven,zephyr,146
829,x-ray,thanks,21
413,quotation,xbox,104
221,lube,ambience,155
998,count,writing,101
59,wig,plantain,177
498,tin,yam,55
305,adviser,jeff,136
822,backdrop,harpooner,177
88,lox,ranch,74
139,zealander,nondisclosure,38
52,zither,friendship,68
362,yesterday,mid-october,113
621,grand,ingredient,37
134,gaffer,temptation,53
810,unilevel,usher,172
691,underwear,sacrifice,68
5,bacteriologist,bakery,122
394,zither,digital,117
291,mycoplasma,menopause,71
340,integral,redirect,71
363,resolution,collaborator,182
156,galley,yoyo,191
220,yoyo,non-interference,70
224,hangar,hostility,28
489,keeper,distillery,135
790,offer,beanstalk,246
478,nestling,bun,145
577,menopause,transit,68
913,vocal,empowerment,210
186,zodiac,popularity,131
307,keeper,nitrogen,196
465,quadtree,jugular,100
343,zoo,coral,89
963,username,doer,56
159,opinion,bakery,73
600,quill,kitchen,161
321,daylight,farrier,189
98,temptation,quietness,37
815,integral,hemisphere,121
898,backdrop,quotation,134
550,backdrop,viscose,54
604,future,jersey,204
492,bacteriologist,zoo,228
305,fortune,temptation,88
387,yacht,libido,75
584,notion,kern,120
580,yoyo,thatch,245
324,zealander,quill,244
99,ketchup,cloth,218
884,temptation,covariation,240
790,offer,procedure,230
21,bakery,yourself,228
621,weedkiller,japanese,28
946,doer,berthage,126
987,movie,mycoplasma,118
820,distance,granola,66
435,mug,hesitation,223
154,baggy,berthage,95
267,knot,zoo,126
818,quilt,quill,51
484,upgrade,unilevel,92
821,notion,clave,171
423,yarmulke,resolution,66
326,distance,noodles,181
481,norm,xylophone,82
667,economist,viscose,233
567,japanese,sub,97
506,fanlight,farrier,134
402,oval,knot,215
941,zealander,assistance,247
420,registration,xbox,55
910,gaffer,integral,233
209,icc,yarmulke,30
867,friendship,virtue,61
582,distance,shirt,141
210,ease,longboat,176
85,non-interference,quota,45
630,forwarding,hovercraft,170
287,purity,quiz,138
944,cardigan,estimation,49
39,jockey,purity,221
925,x-ray,grand,238
13,xylophone,unilevel,222
534,activist,occurrence,160
816,finalist,transition,245
539,yogurt,apex,38
290,opinion,backcloth,137
495,sacrifice,quietness,179
488,quilt,miss,244
79,oval,fives,182
463,zealander,yolk,227
706,vehicle,offer,175
208,driveway,unity,102
985,knot,hesitation,230
884,distance,hatchling,161
496,yellowjacket,alignment,235
71,thatch,plantain,129
475,heavy,flame,96
768,lyre,resolve,101
561,upgrade,doer,81
823,xbox,repercussion,109
820,yellowjacket,relationship,63
830,quota,driveway,132
535,beancurd,libido,246
456,pinecone,facade,26
174,domino,insulation,33
917,yoga,income,65
673,homosexuality,coral,108
555,numismatist,hangar,149
960,unshielded,kern,133
430,lyrics,x-ray,43
591,zoo,grand,27
984,underwear,unshielded,162
12,sub,regularity,165
385,transform,galley,71
500,xylophone,cardigan,72
688,xylophone,beancurd,91
393,yourself,finalist,162
127,quota,wrapping,101
710,businessman,xbox,158
210,finalist,quesadilla,161
152,cure,negotiation,164
288,zombie,zeitgeist,226
